=====================================================================================================================================
>> Hello, World! This is Marvin. I am at a rough estimate thirty billion times more intelligent than you. Let me give you an example.
=====================================================================================================================================
There are 4 NVIDIA GPUs available in this machine.
MemoryDataLayer dataTrain loading data: 
  149.069 MB
  74.5346 MB
  name:boards train 10000 dim[3]={601194,1,65}
  2.29337 MB
  1.14669 MB
  name:labels train 10000 dim[3]={601194,1,1}
MemoryDataLayer dataTest loading data: 
  50.4331 MB
  25.2166 MB
  name:boards test 10000 dim[3]={203396,1,65}
  0.775894 MB
  397.258 KB
  name:labels test 10000 dim[3]={203396,1,1}
=====================================================================================================================================
  Layers:                                                                        Responses:                                          
=====================================================================================================================================
  dataTrain
                                                                                 data[3]={100,1,65} RF[1] GP[1] OF[0]
                                                                                 label[3]={100,1,1} RF[1] GP[1] OF[0]
  dataTest
* ip1 weight[2]={2048,65} bias[1]={2048}
                                                                               * ip1[3]={100,2048,1} RF[65] GP[0] OF[0]
* ip2 weight[2]={2048,2048} bias[1]={2048}
                                                                               * ip2[3]={100,2048,1} RF[65] GP[0] OF[0]
* ip3 weight[2]={2048,2048} bias[1]={2048}
                                                                               * ip3[3]={100,2048,1} RF[65] GP[0] OF[0]
* ip4 weight[2]={10,2048} bias[1]={10}
                                                                               * ip4[3]={100,10,1} RF[65] GP[0] OF[0]
  loss
                                                                               * loss[3]={100,10,1} RF[65] GP[0] OF[0]
  loss_loss
=====================================================================================================================================
GPU 0: Total GPU memory: 18.6696 MB
=====================================================================================================================================
GPU 0: Total GPU memory: 51.279 MB
All GPUs: Total GPU memory: 51.279 MB
=====================================================================================================================================
  Training:                                                                      Testing:                                            
=====================================================================================================================================
                                                                                 Iteration 0 loss = 2.30569 * 1  eval = 0.9996   
Iteration 0  learning_rate = 0.01 loss = 2.30273 * 1  eval = 1   
Iteration 10  learning_rate = 0.01 loss = 2.30047 * 1  eval = 0.14   
Iteration 20  learning_rate = 0.01 loss = 2.29281 * 1  eval = 0.15   
Iteration 30  learning_rate = 0.01 loss = 2.28623 * 1  eval = 0.13   
Iteration 40  learning_rate = 0.01 loss = 2.2835 * 1  eval = 0.18   
Iteration 50  learning_rate = 0.01 loss = 2.28203 * 1  eval = 0.18   
Iteration 60  learning_rate = 0.01 loss = 2.31291 * 1  eval = 0.09   
Iteration 70  learning_rate = 0.01 loss = 2.28002 * 1  eval = 0.18   
Iteration 80  learning_rate = 0.01 loss = 2.28504 * 1  eval = 0.08   
Iteration 90  learning_rate = 0.01 loss = 2.28047 * 1  eval = 0.19   
                                                                                 Iteration 100 loss = 2.29491 * 1  eval = 0.1198   
Iteration 100  learning_rate = 0.01 loss = 2.29777 * 1  eval = 0.11   
Iteration 110  learning_rate = 0.01 loss = 2.28797 * 1  eval = 0.14   
Iteration 120  learning_rate = 0.01 loss = 2.28652 * 1  eval = 0.13   
Iteration 130  learning_rate = 0.01 loss = 2.32396 * 1  eval = 0.11   
Iteration 140  learning_rate = 0.01 loss = 2.28016 * 1  eval = 0.18   
Iteration 150  learning_rate = 0.01 loss = 2.28809 * 1  eval = 0.15   
Iteration 160  learning_rate = 0.01 loss = 2.29809 * 1  eval = 0.12   
Iteration 170  learning_rate = 0.01 loss = 2.29727 * 1  eval = 0.13   
Iteration 180  learning_rate = 0.01 loss = 2.29932 * 1  eval = 0.13   
Iteration 190  learning_rate = 0.01 loss = 2.26412 * 1  eval = 0.19   
                                                                                 Iteration 200 loss = 2.30141 * 1  eval = 0.1525   
Iteration 200  learning_rate = 0.01 loss = 2.29896 * 1  eval = 0.19   
Iteration 210  learning_rate = 0.01 loss = 2.30051 * 1  eval = 0.15   
Iteration 220  learning_rate = 0.01 loss = 2.28996 * 1  eval = 0.09   
Iteration 230  learning_rate = 0.01 loss = 2.37063 * 1  eval = 0.11   
Iteration 240  learning_rate = 0.01 loss = 2.28191 * 1  eval = 0.17   
Iteration 250  learning_rate = 0.01 loss = 2.29566 * 1  eval = 0.1   
Iteration 260  learning_rate = 0.01 loss = 2.28514 * 1  eval = 0.17   
Iteration 270  learning_rate = 0.01 loss = 2.3041 * 1  eval = 0.11   
Iteration 280  learning_rate = 0.01 loss = 2.29545 * 1  eval = 0.12   
Iteration 290  learning_rate = 0.01 loss = 2.29922 * 1  eval = 0.09   
                                                                                 Iteration 300 loss = 2.29666 * 1  eval = 0.1329   
Iteration 300  learning_rate = 0.01 loss = 2.28273 * 1  eval = 0.15   
Iteration 310  learning_rate = 0.01 loss = 2.31033 * 1  eval = 0.08   
Iteration 320  learning_rate = 0.01 loss = 2.30156 * 1  eval = 0.14   
Iteration 330  learning_rate = 0.01 loss = 2.30605 * 1  eval = 0.18   
Iteration 340  learning_rate = 0.01 loss = 2.39223 * 1  eval = 0.1   
Iteration 350  learning_rate = 0.01 loss = 2.29311 * 1  eval = 0.11   
Iteration 360  learning_rate = 0.01 loss = 2.27088 * 1  eval = 0.18   
Iteration 370  learning_rate = 0.01 loss = 2.28896 * 1  eval = 0.15   
Iteration 380  learning_rate = 0.01 loss = 2.27578 * 1  eval = 0.14   
Iteration 390  learning_rate = 0.01 loss = 2.30088 * 1  eval = 0.13   
                                                                                 Iteration 400 loss = 2.29057 * 1  eval = 0.1506   
Iteration 400  learning_rate = 0.01 loss = 2.28924 * 1  eval = 0.16   
Iteration 410  learning_rate = 0.01 loss = 2.28627 * 1  eval = 0.18   
Iteration 420  learning_rate = 0.01 loss = 2.2975 * 1  eval = 0.1   
Iteration 430  learning_rate = 0.01 loss = 2.27311 * 1  eval = 0.1   
Iteration 440  learning_rate = 0.01 loss = 2.30074 * 1  eval = 0.11   
Iteration 450  learning_rate = 0.01 loss = 2.2923 * 1  eval = 0.12   
Iteration 460  learning_rate = 0.01 loss = 2.27461 * 1  eval = 0.13   
Iteration 470  learning_rate = 0.01 loss = 2.29613 * 1  eval = 0.07   
Iteration 480  learning_rate = 0.01 loss = 2.2643 * 1  eval = 0.17   
Iteration 490  learning_rate = 0.01 loss = 2.30846 * 1  eval = 0.12   
                                                                                 Iteration 500 loss = 2.28345 * 1  eval = 0.1783   
Iteration 500  learning_rate = 0.01 loss = 2.29494 * 1  eval = 0.17   
Iteration 510  learning_rate = 0.01 loss = 2.29838 * 1  eval = 0.21   
Iteration 520  learning_rate = 0.01 loss = 2.29822 * 1  eval = 0.1   
Iteration 530  learning_rate = 0.01 loss = 2.31014 * 1  eval = 0.08   
Iteration 540  learning_rate = 0.01 loss = 2.29039 * 1  eval = 0.21   
Iteration 550  learning_rate = 0.01 loss = 2.29129 * 1  eval = 0.13   
Iteration 560  learning_rate = 0.01 loss = 2.31805 * 1  eval = 0.12   
Iteration 570  learning_rate = 0.01 loss = 2.29137 * 1  eval = 0.07   
Iteration 580  learning_rate = 0.01 loss = 2.28953 * 1  eval = 0.08   
Iteration 590  learning_rate = 0.01 loss = 2.27012 * 1  eval = 0.17   
                                                                                 Iteration 600 loss = 2.28765 * 1  eval = 0.1494   
Iteration 600  learning_rate = 0.01 loss = 2.29127 * 1  eval = 0.14   
Iteration 610  learning_rate = 0.01 loss = 2.30328 * 1  eval = 0.08   
Iteration 620  learning_rate = 0.01 loss = 2.29668 * 1  eval = 0.15   
Iteration 630  learning_rate = 0.01 loss = 2.2825 * 1  eval = 0.13   
Iteration 640  learning_rate = 0.01 loss = 2.27674 * 1  eval = 0.15   
Iteration 650  learning_rate = 0.01 loss = 2.28395 * 1  eval = 0.09   
Iteration 660  learning_rate = 0.01 loss = 2.29002 * 1  eval = 0.16   
Iteration 670  learning_rate = 0.01 loss = 2.31066 * 1  eval = 0.09   
Iteration 680  learning_rate = 0.01 loss = 2.29404 * 1  eval = 0.13   
Iteration 690  learning_rate = 0.01 loss = 2.29816 * 1  eval = 0.12   
                                                                                 Iteration 700 loss = 2.29841 * 1  eval = 0.1134   
Iteration 700  learning_rate = 0.01 loss = 2.30461 * 1  eval = 0.1   
Iteration 710  learning_rate = 0.01 loss = 2.31732 * 1  eval = 0.14   
Iteration 720  learning_rate = 0.01 loss = 2.27977 * 1  eval = 0.12   
Iteration 730  learning_rate = 0.01 loss = 2.31 * 1  eval = 0.1   
Iteration 740  learning_rate = 0.01 loss = 2.26846 * 1  eval = 0.17   
Iteration 750  learning_rate = 0.01 loss = 2.29078 * 1  eval = 0.15   
Iteration 760  learning_rate = 0.01 loss = 2.28135 * 1  eval = 0.17   
Iteration 770  learning_rate = 0.01 loss = 2.29324 * 1  eval = 0.08   
Iteration 780  learning_rate = 0.01 loss = 2.30346 * 1  eval = 0.12   
Iteration 790  learning_rate = 0.01 loss = 2.27568 * 1  eval = 0.16   
                                                                                 Iteration 800 loss = 2.3105 * 1  eval = 0.1545   
Iteration 800  learning_rate = 0.01 loss = 2.26615 * 1  eval = 0.15   
Iteration 810  learning_rate = 0.01 loss = 2.29227 * 1  eval = 0.1   
Iteration 820  learning_rate = 0.01 loss = 2.27668 * 1  eval = 0.17   
